dh-make-drupal(2.1-2);websystem
dhtnode(1.2.1~dfsg1-8);netutils
dh-xsp(4.2-2.1);websystem
dianara(1.3.6-1);netutils
dicoweb(2.3-2);websystem
didiwiki(0.5-13);websystem
dillo(3.0.5-3);websystem
dircproxy(1.0.5-6);netutils
directoryassistant(2.0-1.1);netutils
d-itg(2.8.1-r1023-3+b2);netutils
django-testproject(0.1.3-1);netutils
django-testscenarios(0.9-1);netutils
djmount(0.71-7.1);netutils
djview-plugin(4.10.6-1);websystem
djvulibre-plugin;websystem
djvulibre-plugin(4.10.6-1);websystem
djvuserve(3.5.27.1-7);websystem
dleyna-renderer(0.4.0-1+b1);netutils
dleyna-server(0.4.0-1.1);netutils
dlint(1.4.0-7);netutils
dmitry(1.3a-1+b2);netutils
dnet-common(2.64);netutils
dnet-progs(2.64+b4);netutils
dns2tcp(0.5.2-1.1+b2);netutils
dns-browse(1.9-8);netutils
dnscrypt-proxy(1.9.4-1);netutils
dnscrypt-proxy-plugins(1.9.4-1);netutils
dnsdist(1.1.0-2);netutils
dns-flood-detector(1.20-4);netutils
dnshistory(1.3-2+b3);websystem
dnsmasq(2.76-5);netutils
dnsmasq-base(2.76-5+b1);netutils
dnsmasq-utils(2.76-5+b1);netutils
dnsproxy(1.16-0.1+b2);netutils
dnsrecon(0.8.9-1);netutils
dnss(0.0~git20161126.0.162090e-1+b2);netutils
dnssec-trigger(0.13-6);netutils
dnstap-ldns(0.2.0-2);netutils
dnstop(20120611-2+b2);netutils
dnstracer(1.9-5);netutils
dnsutils;netutils
dnsutils(1:9.10.3.dfsg.P4-12.3+deb9u2) [security];netutils
dnswalk(2.0.2.dfsg.1-1);netutils
dnsviz(0.6.4-1);netutils
doc-central(1.8.3);websystem
dolibarr(4.0.2+dfsg4-2);websystem
donkey(1.0.1-1);netutils
doona(1.0+git20160212-1);netutils
dosage(2.15-2);netutils
dotlrn(2.5.0+dfsg2-1);websystem
dotmcp(0.2.2-14);netutils
dpm(1.9.0-2);netutils
dpm-copy-server-mysql(1.9.0-2);netutils
dpm-copy-server-postgres(1.9.0-2);netutils
dpm-name-server-mysql(1.9.0-2);netutils
dpm-name-server-postgres(1.9.0-2);netutils
dpm-rfio-server(1.9.0-2);netutils
dpm-server-mysql(1.9.0-2);netutils
dpm-server-postgres(1.9.0-2);netutils
dpm-srm-server-mysql(1.9.0-2);netutils
dpm-srm-server-postgres(1.9.0-2);netutils
dq(20161210-1);netutils
dqcache(20161210-1);netutils
dqcache-run(20161210-1);netutils
drac(1.12-8+b2);netutils
droopy(0.20131121-1);netutils
dropbear(2016.74-5);netutils
dropbear-bin(2016.74-5);netutils
dropbear-initramfs(2016.74-5);netutils
dropbear-run(2016.74-5);netutils
drraw(2.2b2-4);websystem
drupal7(7.52-2+deb9u1);websystem
drupal7-mod-arbiterjs(1.0.0-1);websystem
drupal7-mod-drucall(2.3-1);websystem
drupal7-mod-fontawesome(1.0-2);websystem
drupal7-mod-jqueryi18nproperties(1.1-1);websystem
drupal7-mod-jscommunicator(1.1-1);websystem
drupal7-mod-jssip(1.1-1);websystem
drupal7-mod-libraries(2.1-3);websystem
dsh(0.25.10-1.3);netutils
dsniff(2.4b1+debian-25);netutils
dtc-xen(0.5.17-1);websystem
dtc-xen-firewall(0.5.17-1);websystem
dublin-traceroute(0.3-3);netutils
dynagen(0.11.0-7) [contrib];netutils
dynalogin-client-php(1.0.0-3);websystem
dynamips(0.2.14-1) [non-free];netutils
dyndns(2016.1021-2);websystem
e2guardian(3.4.0.3-2);websystem
ebtables(2.0.10.4-3.5+b1);netutils
echoping(6.0.2-10);netutils
edbrowse(3.6.1-1+b2);netutils
efingerd(1.6.5+b1);netutils
eggdrop(1.6.21-4+b1);netutils
eggdrop-data(1.6.21-4);netutils
eiskaltdcpp(2.2.9-4.1);netutils
eiskaltdcpp-cli(2.2.9-4.1);netutils
eiskaltdcpp-common(2.2.9-4.1);netutils
eiskaltdcpp-daemon(2.2.9-4.1);netutils
eiskaltdcpp-emoticons(2.2.9-4.1);netutils
eiskaltdcpp-gtk(2.2.9-4.1);netutils
eiskaltdcpp-gtk3(2.2.9-4.1);netutils
eiskaltdcpp-gtk-data(2.2.9-4.1);netutils
eiskaltdcpp-qt(2.2.9-4.1);netutils
eiskaltdcpp-qt-data(2.2.9-4.1);netutils
eiskaltdcpp-qt-mini(2.2.9-4.1);netutils
eiskaltdcpp-scripts(2.2.9-4.1);netutils
eiskaltdcpp-sounds(2.2.9-4.1);netutils
eja(9.5.20-1);websystem
ejabberd(16.09-4);netutils
ejabberd-contrib(0.2016.09.12~dfsg0-2);netutils
ejabberd-mod-cron(0.2016.09.12~dfsg0-2);netutils
ejabberd-mod-log-chat(0.2016.09.12~dfsg0-2);netutils
ejabberd-mod-logsession(0.2016.09.12~dfsg0-2);netutils
ejabberd-mod-logxml(0.2016.09.12~dfsg0-2);netutils
ejabberd-mod-message-log(0.2016.09.12~dfsg0-2);netutils
ejabberd-mod-muc-log-http(0.2016.09.12~dfsg0-2);netutils
ejabberd-mod-post-log(0.2016.09.12~dfsg0-2);netutils
ejabberd-mod-pottymouth(0.2016.09.12~dfsg0-2);netutils
ejabberd-mod-rest(0.2016.09.12~dfsg0-2);netutils
ejabberd-mod-s2s-log(0.2016.09.12~dfsg0-2);netutils
ejabberd-mod-shcommands(0.2016.09.12~dfsg0-2);netutils
ejabberd-mod-statsdx(0.2016.09.12~dfsg0-2);netutils
ejabberd-mod-webpresence(0.2016.09.12~dfsg0-2);netutils
ekg(1:1.9~pre+r2855-5);netutils
ekg2(1:0.4~pre+20120506.1-13);netutils
ekg2-core(1:0.4~pre+20120506.1-13);netutils
ekg2-gnupg(1:0.4~pre+20120506.1-13);netutils
ekg2-jabber(1:0.4~pre+20120506.1-13);netutils
ekg2-scripting-perl(1:0.4~pre+20120506.1-13);netutils
ekg2-scripting-python(1:0.4~pre+20120506.1-13);netutils
ekg2-ui-gtk(1:0.4~pre+20120506.1-13);netutils
ekg2-ui-ncurses(1:0.4~pre+20120506.1-13);netutils
ekg-gtk(1:1.9~pre+r2855-5);netutils
eldav(0.8.1-7);netutils
elinks(0.12~pre6-12);websystem
elinks-data(0.12~pre6-12);websystem
elog(3.1.2-1-1+b1);websystem
elpa-circe(2.3-1);netutils
elpa-jabber(0.8.92+git98dc8e-2);netutils
emacs-jabber(0.8.92+git98dc8e-2);netutils
empathy-skype(20140930+svn665+dfsg-1) [contrib];netutils
eot-utils(1.1-1+b1);websystem
epic4(1:2.10.6-1+b2);netutils
epic4-help(1:2.0+20050315-3);netutils
epic4-script-lice(1:4.2.5i-2);netutils
epic5(2.0.1-1+b2);netutils
epic5-script-lice(1:5.3.0-1);netutils
esajpip(0.1~bzr33-4+b1);netutils
etherpuppet(0.3-3);netutils
etherwake(1.09-4+b1);netutils
ethstats(1.1.1-2);netutils
ethstatus(0.4.8);netutils
ethtool(1:4.8-1+b1);netutils
ettercap-common(1:0.8.2-6);netutils
ettercap-graphical(1:0.8.2-6);netutils
ettercap-text-only(1:0.8.2-6);netutils
eurephia(1.1.0-6+b2);netutils
exabgp(3.4.17-3);netutils
expeyes-web(4.2.1+dfsg-1);websystem
eyefiserver(2.4+dfsg-3);netutils
ez-ipupdate(3.0.11b8-13.4.1+b1 [s390x], 3.0.11b8-13.4.1 [amd64, arm64, armel, armhf, i386, mips, mips64el, mipsel, ppc64el]);netutils
fabric(1.13.1-2);netutils
faifa(0.2~svn82-1+b2);netutils
fail2ban(0.9.6-2);netutils
fair(0.5.3-2+b1);netutils
farpd(0.2-11+b1);netutils
fastd(18-2+b1);netutils
fcgiwrap(1.1.0-9);websystem
feed2imap(1.2.5-1);netutils
feed2omb(0.9.2-1);netutils
ferm(2.3-2);netutils
fetch-crl(3.0.17-1);netutils
fex(20160919-1) [non-free];websystem
fex-utils(20160919-1) [non-free];websystem
ffproxy(1.6-11+b1);netutils
fgallery(1.8.2-2);websystem
filetea(0.1.16-4);netutils
filezilla(3.24.0-1);netutils
filezilla-common(3.24.0-1);netutils
filtergen(0.12.8-1);netutils
finch(2.12.0-1);netutils
finger(0.17-15.1);netutils
fingerd(0.17-15.1);netutils
firebird3.0-common(3.0.1.32609.ds4-14);database
firebird3.0-server(3.0.1.32609.ds4-14);database
firebird3.0-server-core(3.0.1.32609.ds4-14);database
firebird3.0-utils(3.0.1.32609.ds4-14);database
firefoxdriver(2.53.2-3) [non-free];websystem
firefox-esr(52.3.0esr-1~deb9u1) [security];websystem
firehol(3.1.1+ds-1);netutils
firehol-common(3.1.1+ds-1);netutils
firehol-tools(3.1.1+ds-1);netutils
fireqos(3.1.1+ds-1);netutils
firewall-applet(0.4.4.2-1);netutils
firewall-config(0.4.4.2-1);netutils
firewalld(0.4.4.2-1);netutils
fis-gtm(6.3-000A-1);database
fis-gtm-6.3-000a(6.3-000A-1);database
fishpoke(0.1.7-1);netutils
fishpolld(0.1.7-1);netutils
