ID,Status,Name,Wireless IP,Wired IP,Wired Netmask,Type (Current),Model,Software Version,Last Uploaded SW Version,Location,Latitude,Longitude,Auth Type,Essid (2.4 GHz),Channel(WLAN0),Channel Configured (2.4 GHz),Channel List (2.4 GHz),Channel (WLAN1),Channel Configured(5 GHz),Channel List (5 GHz),Mesh Control Transmit Rate (2.4 GHz),Beacon Rate (2.4 GHz),Beacon Interval (2.4 GHz),ESSID Suppression (2.4 GHz),WEP Type (2.4 GHz),Wireless Mac (WLAN0),Wireless Mac (WLAN1),Essid (5 GHz),Mesh Control Transmit Rate (5 GHz),Essid Suppression (5 GHz),Beacon Rate (5 GHz),Beacon Interval (5 GHz),Wep Type (5 GHz),Essid (4.9 GHz),Channel Configured (4.9 GHz),Channel list (4.9 GHz),Mesh Control Transmit Rate (4.9 GHz),Essid Suppression (4.9 GHz),Beacon Rate (4.9 GHz),Beacon Interval (4.9 GHz),Wep Type (4.9 GHz),Allowing Forwarding Packet,Auto Tunnel,Backhaul Routing
"123386","/webclient/common/images/severity_critical.gif","ICC-GW","10.1.1.13","10.1.1.253","255.255.255.0","Gateway","6320","8.3.0.2","","KTH","37.3925","-122.0318","WPA1and2-psk","TroposNetworks1",6,6,"1,6,11",100,100,"100,108,116,132,136,140","5.5 Mbit/s","11 Mbit/s","250 ms","Enabled","Hex64bit","00:0d:97:00:c3:85","00:0d:97:00:f2:cf","TroposNetworks2","6 Mbit/s","Enabled","6 Mbit/s","250 ms","Hex64bit","","","","","","","","","Disabled","","Disabled"
